ELEMENT|NAME OF EXCHANGE|EQUITY - KEY INDICATORS|COUNTRY|TIME|UNIT|VALUE in ACTUALS
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|India|10/2010|Index|6096.107143
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Maldives|10/2010|Index|172.8
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Nepal|10/2010|Index|420.3
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Pakistan|10/2010|Index|10399.30952
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Sri Lanka|10/2010|Index|6678.05
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Bangladesh|09/2010|Domestic Currency|2.62669E+12
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Bangladesh|09/2010|US dollar|37406536599
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|India|09/2010|Domestic Currency|6.95853E+13
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|India|09/2010|US dollar|1.54909E+12
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Maldives|09/2010|Domestic Currency|1573956879
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Maldives|09/2010|US dollar|122965381.2
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Nepal|09/2010|Domestic Currency|3.4061E+11
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Nepal|09/2010|US dollar|4560927825
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Pakistan|09/2010|Domestic Currency|9918306500
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Pakistan|09/2010|US dollar|32131581
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Sri Lanka|09/2010|Domestic Currency|2308760000
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Sri Lanka|09/2010|US dollar|20630000
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Bangladesh|09/2010|Index|7097.38
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|India|09/2010|Index|5811.483333
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Maldives|09/2010|Index|192.56
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Nepal|09/2010|Index|404.43
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Pakistan|09/2010|Index|9918.3065
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Sri Lanka|09/2010|Index|6997.22
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Bangladesh|08/2010|Domestic Currency|2.54431E+12
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Bangladesh|08/2010|US dollar|36561416870
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|India|08/2010|Domestic Currency|6.39342E+13
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|India|08/2010|US dollar|1.35799E+12
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Maldives|08/2010|Domestic Currency|1653578031
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Maldives|08/2010|US dollar|129185783.7
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Nepal|08/2010|Domestic Currency|3.4187E+11
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Nepal|08/2010|US dollar|4584553976
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Pakistan|08/2010|Domestic Currency|9880607273
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Pakistan|08/2010|US dollar|32362689
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Sri Lanka|08/2010|Domestic Currency|1862740000
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Sri Lanka|08/2010|US dollar|16530000
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Bangladesh|08/2010|Index|6657.97
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|India|08/2010|Index|5457.238636
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Maldives|08/2010|Index|202.3
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Nepal|08/2010|Index|453.7
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Pakistan|08/2010|Index|9880.607273
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Sri Lanka|08/2010|Index|5658.01
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Bangladesh|07/2010|Domestic Currency|2.40308E+12
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Bangladesh|07/2010|US dollar|34621452240
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|India|07/2010|Domestic Currency|6.34012E+13
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|India|07/2010|US dollar|1.36464E+12
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Maldives|07/2010|Domestic Currency|1676056563
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Maldives|07/2010|US dollar|130941919
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Nepal|07/2010|Domestic Currency|3.64172E+11
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Nepal|07/2010|US dollar|4892813516
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Pakistan|07/2010|Domestic Currency|10094910910
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Pakistan|07/2010|US dollar|33167256
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Sri Lanka|07/2010|Domestic Currency|1692570000
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Sri Lanka|07/2010|US dollar|15040000
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Bangladesh|07/2010|Index|6342.76
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|India|07/2010|Index|5359.745455
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Maldives|07/2010|Index|205.05
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Nepal|07/2010|Index|477.73
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Pakistan|07/2010|Index|10094.91091
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Sri Lanka|07/2010|Index|5161.18
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Bangladesh|06/2010|Domestic Currency|2.27641E+12
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Bangladesh|06/2010|US dollar|32777652988
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|India|06/2010|Domestic Currency|6.22914E+13
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|India|06/2010|US dollar|1.33672E+12
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Maldives|06/2010|Domestic Currency|1784841365
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Maldives|06/2010|US dollar|139440731.6
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Nepal|06/2010|Domestic Currency|3.57214E+11
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Nepal|06/2010|US dollar|4791596512
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Pakistan|06/2010|Domestic Currency|9595828182
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Pakistan|06/2010|US dollar|31708430
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Sri Lanka|06/2010|Domestic Currency|1503910000
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Sri Lanka|06/2010|US dollar|13250000
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Bangladesh|06/2010|Index|6153.68
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|India|06/2010|Index|5187.775
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Maldives|06/2010|Index|218.36
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Nepal|06/2010|Index|476.69
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Pakistan|06/2010|Index|9595.828182
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Sri Lanka|06/2010|Index|4612.46
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Bangladesh|05/2010|Domestic Currency|2.10097E+12
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Bangladesh|05/2010|US dollar|30290801615
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|India|05/2010|Domestic Currency|5.93258E+13
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|India|05/2010|US dollar|1.2772E+12
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Maldives|05/2010|Domestic Currency|1921950724
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Maldives|05/2010|US dollar|150152400.3
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Nepal|05/2010|Domestic Currency|3.82779E+11
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Nepal|05/2010|US dollar|5353559161
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Pakistan|05/2010|Domestic Currency|10026624760
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Pakistan|05/2010|US dollar|33572830
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Sri Lanka|05/2010|Domestic Currency|1380190000
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Sri Lanka|05/2010|US dollar|12120000
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Bangladesh|05/2010|Index|6107.81
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|India|05/2010|Index|5052.971429
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Maldives|05/2010|Index|235.14
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Nepal|05/2010|Index|457.45
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Pakistan|05/2010|Index|10026.62476
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Sri Lanka|05/2010|Index|4237.16
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Bangladesh|04/2010|Domestic Currency|1.95858E+12
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Bangladesh|04/2010|US dollar|28266416510
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|India|04/2010|Domestic Currency|6.11786E+13
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|India|04/2010|US dollar|1.37666E+12
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Maldives|04/2010|Domestic Currency|1970291775
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Maldives|04/2010|US dollar|153929044.9
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Nepal|04/2010|Domestic Currency|3.25623E+11
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Nepal|04/2010|US dollar|4515636805
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Pakistan|04/2010|Domestic Currency|10535602730
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Pakistan|04/2010|US dollar|35544173
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Sri Lanka|04/2010|Domestic Currency|1363350000
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Sri Lanka|04/2010|US dollar|11960000
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Bangladesh|04/2010|Index|5654.88
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|India|04/2010|Index|5294.755
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Maldives|04/2010|Index|241.05
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Nepal|04/2010|Index|444.76
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Pakistan|04/2010|Index|10535.60273
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Sri Lanka|04/2010|Index|4188.88
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Bangladesh|03/2010|Domestic Currency|1.88917E+12
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Bangladesh|03/2010|US dollar|27284373195
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|India|03/2010|Domestic Currency|6.00917E+13
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|India|03/2010|US dollar|1.33123E+12
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Maldives|03/2010|Domestic Currency|1924056531
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Maldives|03/2010|US dollar|150316916.5
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Nepal|03/2010|Domestic Currency|3.43066E+11
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Nepal|03/2010|US dollar|4657430356
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Pakistan|03/2010|Domestic Currency|9887641364
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Pakistan|03/2010|US dollar|33485036
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Sri Lanka|03/2010|Domestic Currency|1210840000
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Sri Lanka|03/2010|US dollar|10620000
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Bangladesh|03/2010|Index|5582.33
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|India|03/2010|Index|5178.147619
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Maldives|03/2010|Index|235.39
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Nepal|03/2010|Index|486.25
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Pakistan|03/2010|Index|9887.641364
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Sri Lanka|03/2010|Index|3724.59
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Bangladesh|02/2010|Domestic Currency|1.88723E+12
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Bangladesh|02/2010|US dollar|27252404332
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|India|02/2010|Domestic Currency|5.75531E+13
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|India|02/2010|US dollar|1.24493E+12
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Maldives|02/2010|Domestic Currency|1956103953
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Maldives|02/2010|US dollar|152820621.3
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Nepal|02/2010|Domestic Currency|3.7494E+11
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Nepal|02/2010|US dollar|5077051726
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Pakistan|02/2010|Domestic Currency|9760045263
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Pakistan|02/2010|US dollar|33059032
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Sri Lanka|02/2010|Domestic Currency|1226970000
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Sri Lanka|02/2010|US dollar|10720000
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Bangladesh|02/2010|Index|5560.56
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|India|02/2010|Index|4839.5725
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Maldives|02/2010|Index|239.32
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Nepal|02/2010|Index|497.24
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Pakistan|02/2010|Index|9760.045263
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Sri Lanka|02/2010|Index|3807.89
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Bangladesh|01/2010|Domestic Currency|1.81348E+12
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Bangladesh|01/2010|US dollar|26217738904
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|India|01/2010|Domestic Currency|5.78297E+13
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|India|01/2010|US dollar|1.24714E+12
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Maldives|01/2010|Domestic Currency|1913652157
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Maldives|01/2010|US dollar|149504074.7
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Nepal|01/2010|Domestic Currency|3.94787E+11
